image,label
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11287_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1076_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13379_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10740_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10669_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10556_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14348_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13853_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13443_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12361_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10756_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12166_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13711_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11123_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1448_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13817_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13515_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1128_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13397_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11663_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11845_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10171_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1142_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10665_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10466_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12081_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13745_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14454_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13027_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11386_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10187_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13307_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11137_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12931_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12683_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13513_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12073_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10435_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14166_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12836_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13740_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14052_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11921_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10390_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1003_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10627_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13491_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12298_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13414_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13603_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10098_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13404_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12407_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13768_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11621_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10242_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14054_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12875_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12347_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12264_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14236_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14037_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10477_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13900_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10557_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10541_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11648_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12043_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_100_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14388_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12330_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11079_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11382_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12117_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12674_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12327_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13493_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14330_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10270_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10582_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11351_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11318_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10439_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13832_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13298_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13362_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11493_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13202_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10266_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12531_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12273_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12454_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12608_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10248_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11389_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12904_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13933_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11986_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13004_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1274_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13384_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12082_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10124_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11580_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12277_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11239_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11183_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10961_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10168_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10072_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12993_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11000_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12502_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14431_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13274_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13433_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12198_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1212_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13593_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11249_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1148_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13530_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_143_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12106_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14096_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10222_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13241_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13413_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12656_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10635_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14185_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13458_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1155_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13893_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11384_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1011_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14274_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12172_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10704_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11982_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11228_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10559_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10053_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13516_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10448_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10405_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12758_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10504_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11056_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13824_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14135_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1072_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11431_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12138_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1351_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1031_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10555_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14492_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11305_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12165_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11039_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12039_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1023_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1137_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10167_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11379_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13143_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11572_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14405_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13820_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13432_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10638_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14159_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_1372_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10731_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_14075_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13763_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13173_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14451_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12772_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13373_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_10445_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_12559_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_11938_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13510_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_13869_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13017_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_1236_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12400_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_10055_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_13557_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_11602_output.jpeg,1
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Fake/fake_14144_output.jpeg,0
/home/michael/Documenti/Milinda_Githubproject/DeepFake and Real/Real/real_12386_output.jpeg,1
